Id,Prediction
268752,5.0
80629,4.070495
189135,4.25
270511,4.070495
179535,4.333333333333333
86367,4.070495
39319,3.8
173876,4.070495
149393,4.070495
171365,4.2
142513,4.070495
256804,4.0
7262,4.0
249004,4.070495
74280,4.070495
68990,4.070495
59128,4.070495
184310,3.4285714285714284
107004,4.070495
274353,4.070495
298231,4.070495
217105,4.5
127897,4.070495
288478,4.070495
73554,4.070495
191825,3.0
271698,4.070495
265523,3.6666666666666665
71937,4.070495
183882,4.070495
20068,4.070495
164706,4.070495
256604,4.0
290529,5.0
160648,4.070495
289847,4.070495
157817,5.0
231498,4.070495
286846,4.070495
23945,4.070495
99644,4.666666666666667
4467,4.070495
289929,4.070495
294910,4.070495
26683,4.070495
133996,4.070495
95787,4.070495
263715,4.070495
160489,4.070495
242643,4.070495
112820,4.070495
148295,4.070495
228404,4.070495
140549,4.333333333333333
8066,4.070495
112713,3.5
70263,4.070495
105926,4.070495
164006,4.5
298283,4.8
225367,4.5
86800,4.070495
101304,4.070495
244879,4.4
77282,4.0
108359,4.070495
222303,4.070495
22953,4.070495
41922,4.070495
146283,5.0
237330,4.070495
60360,4.5
129448,4.070495
35023,4.070495
139443,5.0
99126,4.070495
258067,4.0
283302,4.5
124129,4.0
85777,4.070495
258909,4.070495
206577,4.0
256186,4.070495
141492,4.070495
138835,3.3333333333333335
238775,4.4
31943,4.070495
144882,4.070495
37909,4.5
190117,4.294117647058823
247780,4.666666666666667
6404,4.070495
260275,4.070495
271635,4.070495
231472,4.070495
75985,3.0
53239,4.070495
82401,4.0
220649,4.070495
95805,4.583333333333333
79441,4.070495
164930,4.070495
112260,4.070495
260692,4.070495
100508,4.070495
225458,4.070495
163131,4.0
192557,4.0
129278,4.070495
246486,4.5
224924,4.070495
223460,3.5
152656,4.5
278438,4.070495
217660,4.070495
166742,4.070495
229603,4.070495
1580,4.0
292455,3.0
47352,4.070495
268167,4.070495
68005,5.0
174565,4.0
229235,4.0
164023,4.070495
128363,4.070495
101816,4.070495
167825,4.070495
63160,4.070495
47300,4.070495
44445,4.0
27252,4.070495
235776,4.070495
211902,4.070495
129122,4.070495
4093,4.0
65294,5.0
44015,4.070495
64853,4.070495
71242,4.070495
173352,4.8
243026,4.0
278611,4.070495
154545,4.2
246529,4.5
10234,4.070495
256790,4.070495
125747,5.0
212172,4.070495
173478,4.0
145092,4.070495
294797,4.070495
14655,4.070495
54021,4.333333333333333
166777,4.070495
39074,4.070495
81435,4.070495
161937,4.070495
122401,4.070495
117074,4.070495
149901,4.070495
91229,4.070495
215219,4.070495
167722,4.070495
102726,4.0
152583,4.070495
144877,4.070495
30654,3.5
136469,4.070495
88131,4.0
179140,4.070495
18859,4.070495
90686,4.070495
287678,5.0
265159,4.125
135557,4.070495
171858,4.070495
275287,4.070495
29220,4.070495
170016,4.070495
153419,4.070495
249979,4.070495
163614,4.070495
281207,4.070495
243808,5.0
19926,4.070495
166090,4.070495
165807,4.070495
46455,4.070495
184559,4.070495
21045,4.070495
224449,4.070495
92960,4.070495
56774,4.070495
88385,4.070495
6252,4.0
100384,4.070495
249185,4.166666666666667
239244,4.070495
122934,4.070495
156764,4.070495
255673,4.070495
11912,4.070495
102070,4.070495
217064,4.070495
282993,4.070495
115942,4.070495
147861,4.070495
