Id,Prediction
268752,4.140363377720156
80629,4.070495
189135,3.6628668318768747
270511,4.580188679245283
179535,4.070495
86367,4.070495
39319,4.767207699538712
173876,4.070495
149393,4.070495
171365,4.319444444444445
142513,4.965285232205507
256804,2.8333333333333335
7262,4.145910270671116
249004,4.070495
74280,4.070495
68990,4.070495
59128,4.070495
184310,4.075845311896813
107004,4.070495
274353,4.070495
298231,4.070495
217105,4.070495
127897,4.230392156862745
288478,4.070495
73554,4.070495
191825,4.070495
271698,4.070495
265523,4.070495
71937,4.070495
183882,4.070495
20068,4.070495
164706,4.070495
256604,4.5
290529,4.070495
160648,4.070495
289847,4.070495
157817,4.070495
231498,4.070495
286846,4.070495
23945,4.070495
99644,4.070495
4467,4.070495
289929,4.070495
294910,4.070495
26683,4.070495
133996,4.070495
95787,4.070495
263715,4.070495
160489,4.070495
242643,4.070495
112820,4.070495
148295,4.070495
228404,4.070495
140549,3.992647058823529
8066,4.070495
112713,4.814566395663957
70263,4.003361344537815
105926,4.070495
164006,4.452460872460873
298283,4.0
225367,4.070495
86800,4.070495
101304,4.070495
244879,4.070495
77282,2.125
108359,4.070495
222303,4.070495
22953,4.070495
41922,4.070495
146283,4.847759614103077
237330,3.786725663716814
60360,4.070495
129448,4.070495
35023,4.070495
139443,4.070495
99126,4.070495
258067,4.070495
283302,4.15
124129,4.188172043010753
85777,4.070495
258909,4.070495
206577,4.070495
256186,4.070495
141492,4.070495
138835,5
238775,5
31943,4.070495
144882,4.070495
37909,4.582051282051283
190117,3.9063448937737366
247780,4.093114796658573
6404,4.070495
260275,4.070495
271635,4.839285714285714
231472,4.070495
75985,4.070495
53239,4.070495
82401,3.678461538461538
220649,4.070495
95805,3.4935064935064934
79441,3.5236258437801347
164930,4.070495
112260,4.070495
260692,4.070495
100508,4.15
225458,4.070495
163131,4.070495
192557,4.070495
129278,4.04769001490313
246486,5
224924,4.070495
223460,3.727668845315904
152656,4.582739343116701
278438,4.070495
217660,4.070495
166742,4.070495
229603,4.070495
1580,4.070495
292455,3.75
47352,4.070495
268167,4.070495
68005,4.070495
174565,4.070495
229235,4.070495
164023,4.070495
128363,3.7988703152431116
101816,4.070495
167825,4.070495
63160,4.070495
47300,4.070495
44445,4.415938228438228
27252,4.070495
235776,4.298336798336798
211902,4.070495
129122,3.832191780821918
4093,4.518315018315018
65294,4.070495
44015,4.070495
64853,4.070495
71242,4.070495
173352,3.754220779220779
243026,3.1291727140783747
278611,4.070495
154545,4.666666666666667
246529,4.3175675675675675
10234,4.070495
256790,4.070495
125747,4.070495
212172,4.070495
173478,4.070495
145092,4.070495
294797,4.070495
14655,4.070495
54021,4.521978021978022
166777,4.070495
39074,4.070495
81435,3.270833333333333
161937,4.070495
122401,4.070495
117074,2.8048780487804876
149901,4.070495
