Id,Prediction
268752,3.8754834491899173
80629,4.070495
189135,4.192696871740513
270511,4.331727574750831
179535,4.302604617604618
86367,3.9158308796466694
39319,4.342929054585497
173876,3.5959316805414105
149393,4.0141233587112435
171365,3.939930535997899
142513,4.808950782470791
256804,3.500508267285489
7262,4.2798161688917995
249004,4.070495
74280,5
68990,3.176143790849673
59128,4.070495
184310,4.25120299465438
107004,4.070495
274353,5.0
298231,4.070495
217105,3.703611416046258
127897,4.070495
288478,4.070495
73554,4.070495
191825,4.393162393162393
271698,4.070495
265523,4.581951356977196
71937,4.070495
183882,3.1171171171171177
20068,4.070495
164706,4.070495
256604,4.526759650038636
290529,3.9999999999999996
160648,4.070495
289847,4.070495
157817,4.305059523809524
231498,4.070495
286846,5
23945,2.346153846153846
99644,3.6604867469194655
4467,4.070495
289929,4.070495
294910,4.50198395645323
26683,4.070495
133996,3.5
95787,4.45572542653425
263715,4.070495
160489,4.680808080808081
242643,4.070495
112820,4.134191176470589
148295,4.070495
228404,4.070495
140549,4.244218465884541
8066,5
112713,4.167573989603631
70263,4.43125
105926,4.070495
164006,3.865175465894071
298283,3.6372538261546885
225367,3.90947443079796
86800,4.070495
101304,4.784773311146144
244879,4.9431461497713824
77282,2.756153605166763
108359,4.070495
222303,4.070495
22953,4.070495
41922,4.070495
146283,4.231038862585651
237330,3.772222222222222
60360,4.320992658309729
129448,4.070495
35023,4.070495
139443,4.707188160676533
99126,4.322666666666667
258067,3.7114819926015374
283302,4.031090320192686
124129,4.070495
85777,4.070495
258909,3.3921568627450984
206577,4.701539723320571
256186,4.166666666666666
141492,1.7166666666666666
138835,5
238775,4.466576593283994
31943,4.616724507646295
144882,4.070495
37909,4.638203209186248
190117,3.9994381153364533
247780,4.039807794914858
6404,4.070495
260275,4.070495
271635,4.10928062557939
231472,5.0
75985,2.414529914529915
53239,4.070495
82401,4.236288227276599
220649,4.255599472990777
95805,3.3474709672745697
79441,3.887019230769231
164930,4.070495
112260,4.070495
260692,5
100508,4.066666666666666
225458,3.451816745655608
163131,4.118534482758621
192557,4.9653846153846155
129278,3.8807692307692307
246486,4.855581936944184
224924,3.4917148932938407
223460,3.7080063201272484
152656,4.957009205260757
278438,4.070495
217660,4.070495
166742,4.070495
229603,4.050830889540567
1580,3.234051036682616
292455,3.9686308161708617
47352,4.070495
268167,4.070495
68005,4.070495
174565,3.5075396825396825
229235,3.4357842052578897
164023,4.070495
128363,3.58457729468599
101816,4.070495
167825,4.070495
63160,4.070495
47300,4.070495
44445,4.160312214877996
27252,4.070495
235776,4.053889510726322
211902,4.070495
129122,3.8528138528138527
4093,4.139029611680419
65294,4.351477587152513
44015,4.053030303030304
64853,2.9375
71242,4.070495
173352,3.330806379608088
243026,3.4067067083243554
278611,4.260869565217391
154545,4.904955935877704
246529,3.8726828240352
10234,4.5546813687620205
256790,4.070495
125747,4.53641456582633
212172,4.070495
173478,3.5795454545454546
145092,4.070495
294797,4.070495
14655,3.75
54021,4.492155191853599
166777,4.732415851158141
39074,4.7
81435,3.1373546511627906
161937,3.7333333333333334
122401,4.070495
117074,3.7041989872872225
149901,4.070495
91229,4.070495
215219,4.070495
167722,4.070495
102726,4.417417922549546
152583,5.0
144877,3.524428740671282
30654,4.375
136469,3.5999999999999996
88131,3.6260117183639538
179140,4.070495
18859,4.070495
90686,4.070495
287678,3.990238213264529
265159,3.775965390841847
135557,4.070495
171858,4.070495
275287,4.070495
29220,4.070495
170016,4.070495
153419,3.24085969879846
249979,4.070495
163614,4.070495
281207,3.833333333333333
243808,3.9446642350319125
19926,4.070495
166090,4.070495
165807,3.9859913793103448
46455,4.070495
184559,4.070495
21045,3.0769230769230766
224449,3.820625810621036
92960,4.070495
56774,4.070495
88385,4.070495
6252,4.070495
100384,4.070495
249185,3.8688254512199682
239244,4.070495
122934,4.070495
156764,4.070495
255673,4.198484848484849
11912,4.070495
102070,4.070495
217064,4.070495
282993,4.070495
115942,4.070495
147861,4.85414422179128
199280,2.76
210012,4.070495
105126,4.070495
209074,4.59954663167273
294560,4.070495
197029,4.070495
270846,4.420831126561334
44101,4.31037037037037
146253,4.172589869281046
240084,2.736450278116945
7564,4.374822147120179
125759,5
33898,4.070495
129717,3.002035684903332
212830,4.413042042643561
239754,4.070495
39103,4.66852886405959
91374,4.518323541537827
244564,4.070495
99415,4.156972303878618
152112,4.070495
55064,4.064562011983489
209839,4.017926568952029
44647,4.070495
299351,4.070495
18475,3.8340413026580835
90914,4.217575757575757
56412,4.070495
242366,3.9289203676363433
197770,3.060772560772561
294469,4.070495
274745,4.070495
177091,5
12154,4.070495
224880,4.070495
162101,5
126812,4.070495
86036,2.3825126262626264
108714,4.070495
231451,4.070495
5616,4.2592532467532465
71025,4.070495
117113,3.0999999999999996
117182,4.070495
154228,4.070495
298967,4.0775526924291485
288855,3.497086247086247
193538,4.456374711424329
280531,4.070495
657,3.654037665950231
131627,4.221470776808179
44601,3.9763089156848714
274912,4.485611985559292
51769,5.0
68073,5
176823,4.504828312568874
93789,4.070495
145857,4.070495
256072,4.070495
95976,4.070495
9176,5
180743,4.4772068776004845
161984,4.070495
219460,3.2162941458132908
56637,4.528230395199668
233701,4.070495
70079,4.167857142857144
93941,3.7673076923076922
216257,3.445923255920062
245391,4.070495
236769,5
256123,4.070495
131204,4.676031917784669
302007,4.070495
296959,3.9545977011494253
85349,5
262837,3.707708279653981
291557,4.070495
58358,4.344904312735195
39450,4.070495
23598,4.070495
107241,4.85970419945513
34409,4.070495
4204,4.144927536231885
158399,4.4512820512820515
15715,3.78125
275872,3.6970172734861624
34627,4.42132752868047
190137,4.242800513440049
26831,4.070495
220784,3.5040650406504064
271332,4.070495
30032,4.050830889540567
288007,4.070495
142214,4.070495
47972,4.241998198222677
101047,4.070495
232424,3.4192691886657403
203955,4.223340563091494
199833,4.1857895192549295
73633,4.070495
279145,4.070495
145864,4.070495
118119,3.0757575757575757
157790,4.526199290772047
14036,3.7942422161172162
287500,4.070495
78258,4.301724137931035
115806,4.070495
283643,4.070495
170736,3.000948685817107
280578,4.070495
22244,4.617349048800661
111053,4.587854609929078
221895,5
75427,4.397633372118175
121371,3.669191919191919
37968,3.3269230769230766
2361,4.41389274334464
207267,4.070495
139980,2.789560639070443
60288,4.070495
164625,4.070495
188115,4.125
277410,4.070495
186918,4.070495
296706,4.070495
135432,4.070495
167130,4.070495
185901,4.070495
301112,4.070495
73183,4.4364499060493765
267018,4.070495
289274,3.3045090136368027
236061,4.070495
214194,2.666666666666667
120005,4.8125
3841,3.934536327987714
76769,4.070495
74404,4.070495
265608,4.070495
58914,3.619166023314593
272862,1
295609,4.070495
85467,4.070495
276540,4.325396825396826
236335,4.070495
7769,4.070495
138390,4.070495
11234,4.5662537943105175
110554,4.070495
262448,4.070495
117474,4.070495
268493,5
201710,4.437552011673963
55379,4.070495
69819,4.070495
243084,3.935889724310777
138417,4.177606654864848
117121,5
64342,4.070495
229566,4.070495
87125,4.4183730841865305
265379,4.070495
262234,4.070495
139265,4.587887730342974
89594,4.070495
208285,4.070495
139026,4.670076726342711
107901,4.070495
26533,4.070495
183766,4.651368476049715
261163,4.070495
254380,4.070495
4491,4.070495
